#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
275,Junior Caminero,TB,R,3B,3B,82,307,280,37.3,12.3,41.8,2.6,74.3,47.3,12.8,1.8,127.6,68.0,19.8,2.7,2.3,1.9,1.0,0.265,0.315,0.455,0.770,0.306,691406
276,Harold Ramirez,TB,R,DH,OF,85,306,283,36.0,7.6,37.3,3.3,79.9,55.2,16.0,1.1,121.0,56.5,15.6,4.2,2.3,1.0,1.6,0.283,0.327,0.428,0.755,0.327,14387
277,TJ Friedl,CIN,L,OF,OF,72,306,269,41.5,9.4,33.7,10.6,68.8,43.4,13.0,2.9,115.9,54.5,27.4,5.3,2.1,2.3,3.8,0.255,0.331,0.430,0.762,0.286,670770
278,Brayan Rocchio,CLE,S,SS,SS/3B,88,305,273,32.4,5.1,29.9,6.0,68.3,44.6,17.4,1.2,103.5,53.2,24.9,3.4,2.2,1.7,2.5,0.250,0.317,0.379,0.695,0.291,677587
279,Robbie Grossman,FA,S,OF,OF,85,304,259,35.5,7.4,30.3,3.3,58.9,38.1,12.7,0.7,95.1,77.6,37.4,3.1,2.2,1.8,1.1,0.226,0.327,0.367,0.694,0.291,5254
280,Alejandro Kirk,TOR,R,C,C,85,302,264,37.5,8.9,37.5,0.6,72.4,47.4,15.8,0.4,115.5,33.9,32.0,3.4,2.1,1.2,0.3,0.275,0.357,0.438,0.795,0.285,672386
281,Lawrence Butler,OAK,L,OF,OF,88,301,274,32.6,8.6,32.3,5.6,65.8,42.6,13.5,1.2,107.5,76.1,20.5,2.1,2.2,1.7,2.1,0.240,0.294,0.392,0.686,0.299,671732
282,Trent Grisham,NYY,L,OF,OF,87,297,253,38.5,11.1,35.9,7.0,56.1,30.7,13.6,0.7,104.5,79.1,35.2,3.6,2.3,2.3,2.1,0.222,0.319,0.413,0.733,0.273,663757
283,Dominic Canzone,SEA,L,OF,OF,87,294,266,34.6,10.4,36.9,3.4,67.6,39.3,17.1,0.8,117.5,61.0,21.1,2.6,2.2,1.6,1.4,0.254,0.311,0.441,0.752,0.290,686527
284,Nick Fortes,MIA,R,C,C,91,293,263,34.6,8.5,32.3,4.5,63.1,43.4,10.6,0.7,100.6,53.4,20.4,5.1,2.3,2.0,1.8,0.240,0.303,0.383,0.685,0.269,663743
285,Brandon Belt,FA,L,1B,1B,82,290,245,35.5,11.4,35.0,1.0,55.3,32.3,11.0,0.5,101.6,91.9,37.7,3.5,2.1,1.1,0.4,0.225,0.333,0.414,0.746,0.304,10264
286,Zach McKinstry,DET,L,2B/SS/ 3B/OF,2B/SS/ 3B/OF,86,290,258,32.5,6.1,28.1,7.3,61.4,43.6,9.0,2.8,94.2,64.5,25.6,2.9,2.0,2.3,2.9,0.239,0.310,0.366,0.676,0.293,656716
287,Edward Olivares,PIT,R,OF,OF,85,290,264,34.5,8.7,34.0,7.4,69.0,45.7,13.1,1.6,111.3,53.4,19.5,4.2,2.2,1.3,3.2,0.262,0.320,0.422,0.742,0.296,658668
288,Jesse Winker,WSH,L,DH,DH,83,288,241,34.7,7.9,30.8,0.9,60.4,38.5,13.6,0.5,98.5,57.0,39.6,3.5,2.2,0.7,0.4,0.251,0.359,0.408,0.767,0.294,13590
289,Joey Ortiz,MIL,R,2B,2B,87,287,262,32.4,6.1,31.1,4.0,69.9,47.0,15.2,1.6,106.7,56.9,19.2,2.6,2.2,2.0,1.5,0.268,0.320,0.408,0.728,0.318,687401
290,Mauricio Dubon,HOU,R,2B/OF,2B/SS/ OF,87,285,262,35.7,6.8,33.4,4.2,69.1,48.4,12.8,1.1,104.5,43.0,15.7,2.5,2.0,2.2,1.7,0.263,0.306,0.399,0.705,0.290,643289
291,Austin Wells,NYY,L,C,C,87,284,252,36.3,10.7,35.6,2.5,58.5,33.4,14.0,0.4,105.6,68.5,24.8,3.1,2.1,1.1,1.0,0.232,0.305,0.418,0.723,0.273,669224
292,Christian Bethancourt,MIA,R,C,C,85,283,262,30.9,8.9,32.9,2.8,64.4,42.9,12.1,0.5,104.3,68.5,14.0,2.0,2.2,2.1,0.9,0.245,0.284,0.397,0.681,0.297,10028
293,Jurickson Profar,SD,S,OF,OF,86,283,245,33.5,6.2,29.2,2.0,58.8,37.4,14.4,0.7,93.3,50.1,30.8,2.9,2.1,2.2,0.7,0.239,0.327,0.380,0.707,0.275,10815
294,Michael Busch,CHC,L,3B,3B,87,278,245,34.0,9.2,32.0,1.7,58.2,36.8,11.2,1.1,99.0,76.6,26.3,3.4,1.9,1.1,0.7,0.237,0.316,0.404,0.720,0.304,683737
295,Paul DeJong,CHW,R,SS,SS,85,277,249,29.7,10.7,31.7,3.4,51.6,28.8,11.7,0.3,96.1,81.7,20.5,3.9,2.1,1.6,1.4,0.207,0.274,0.387,0.661,0.258,657557
296,Josh Rojas,SEA,L,2B/3B,2B/3B,85,277,245,31.5,5.3,27.0,8.5,58.7,37.7,15.3,0.4,90.8,63.2,27.0,1.4,2.1,2.1,2.3,0.240,0.315,0.371,0.685,0.300,668942
297,Miguel Rojas,LAD,R,SS,SS,85,277,252,34.0,5.0,30.2,5.3,65.0,44.3,14.8,0.9,96.6,36.4,16.8,3.1,2.1,2.0,1.8,0.257,0.307,0.383,0.689,0.281,7802
298,Jon Berti,MIA,R,SS/3B,2B/SS/ 3B/OF,85,276,245,33.0,4.4,26.2,14.0,63.3,46.8,10.4,1.7,90.2,56.1,24.7,2.4,2.0,2.0,3.7,0.258,0.327,0.368,0.696,0.316,12037
299,Travis d’Arnaud,ATL,R,C,C,77,272,247,33.9,10.3,37.1,0.6,61.2,37.9,12.4,0.5,105.7,63.0,18.2,3.8,2.0,1.0,0.3,0.248,0.306,0.428,0.733,0.289,7739
300,Amed Rosario,TB,R,2B/SS,2B/SS,80,269,250,30.8,4.9,29.0,6.4,67.3,47.4,12.1,3.0,100.1,49.6,13.6,2.1,2.0,1.6,2.1,0.269,0.309,0.401,0.710,0.317,642708
301,Gary Sanchez,MIL,R,C,C,78,267,235,31.7,12.7,34.3,1.0,50.2,28.1,9.1,0.3,98.1,75.7,25.5,3.7,2.0,1.5,0.4,0.214,0.298,0.418,0.715,0.253,11442
302,Jose Trevino,NYY,R,C,C,83,267,248,30.8,7.2,30.7,2.3,60.3,41.2,11.1,0.8,94.5,47.1,12.6,2.1,2.1,2.1,0.8,0.243,0.281,0.381,0.662,0.272,624431
303,Jose Azocar,SD,R,OF,OF,85,263,243,28.3,4.6,25.8,12.5,58.6,41.1,11.7,1.2,86.6,63.7,14.1,2.4,2.0,1.7,4.8,0.241,0.285,0.356,0.642,0.305,640492
304,Joey Wendle,NYM,L,SS,SS,82,262,243,29.1,3.9,26.2,5.9,59.6,38.7,15.6,1.3,89.6,54.3,12.3,3.5,1.9,1.7,2.1,0.245,0.288,0.368,0.656,0.298,13853
305,Yasmani Grandal,PIT,S,C,C/1B,77,260,223,29.1,6.7,26.9,0.7,52.5,35.7,9.8,0.3,83.0,54.6,32.4,2.6,2.0,1.2,0.3,0.236,0.336,0.372,0.709,0.280,11368
306,Wilmer Flores,SF,R,1B/3B,1B/3B,71,259,229,31.9,9.7,32.5,0.5,59.4,39.8,9.4,0.5,98.9,39.8,23.7,3.1,1.9,1.0,0.2,0.260,0.333,0.431,0.764,0.274,5827
307,Martin Maldonado,CHW,R,C,C,85,258,231,27.8,8.9,27.0,1.2,44.6,26.0,9.5,0.3,81.4,83.5,19.5,3.5,2.0,2.1,0.4,0.193,0.262,0.352,0.614,0.254,6887
308,Jordan Lawlar,ARI,R,SS,SS,71,257,228,28.7,5.6,25.2,16.3,53.1,36.3,9.9,1.4,82.6,63.3,21.2,3.6,1.9,1.6,6.1,0.233,0.304,0.362,0.666,0.295,691783
309,Max Stassi,CHW,R,C,C,82,254,225,27.8,7.6,25.8,1.2,45.9,28.0,9.6,0.6,79.5,76.1,23.1,3.1,1.9,1.3,0.5,0.204,0.283,0.354,0.637,0.268,10059
310,Manuel Margot,MIN,R,OF,OF,76,253,230,28.8,4.7,27.0,6.2,61.7,42.4,13.5,1.0,91.4,43.2,18.3,1.9,1.9,1.5,2.4,0.268,0.323,0.397,0.720,0.309,14712
311,Tyler Black,MIL,L,3B,3B,71,252,216,29.7,5.4,25.5,10.3,52.0,33.5,10.5,2.5,83.8,54.9,29.8,3.8,1.9,1.6,3.9,0.241,0.340,0.389,0.729,0.296,672012
312,Pete Crow-Armstrong,CHC,L,OF,OF,70,251,226,28.8,6.5,26.1,9.3,55.2,37.1,9.6,2.0,88.3,68.7,17.5,3.3,1.8,1.8,3.7,0.244,0.303,0.391,0.694,0.318,691718
313,Nick Ahmed,SF,R,SS,SS,77,248,227,24.4,4.5,23.0,5.3,52.0,36.5,9.6,1.3,77.8,58.2,15.9,1.7,1.9,1.9,1.7,0.229,0.281,0.343,0.624,0.286,12147
314,Taylor Walls,TB,S,2B/SS/ 3B,2B/SS/ 3B,70,243,208,27.2,5.5,23.3,8.9,43.8,27.1,10.2,1.1,72.6,62.2,29.6,1.8,1.8,1.5,3.0,0.210,0.310,0.349,0.659,0.269,670764
315,C.J. Cron,BOS,R,1B,1B,70,242,217,29.3,10.4,33.0,0.4,52.7,31.8,9.9,0.6,95.0,62.8,19.1,3.2,1.7,0.5,0.2,0.242,0.310,0.437,0.746,0.290,12546
316,Reese McGuire,BOS,L,C,C,77,242,222,26.5,3.5,24.0,2.2,54.9,38.1,12.4,1.0,79.8,55.5,13.8,2.4,1.9,1.8,0.8,0.247,0.294,0.359,0.653,0.312,15674
317,Connor Joe,PIT,R,1B/OF,1B/OF,72,242,209,27.7,5.8,25.1,3.0,50.7,33.1,10.5,1.3,81.2,55.3,27.5,3.4,1.7,1.4,1.3,0.243,0.337,0.388,0.725,0.300,656582
318,Enrique Hernandez,LAD,R,2B/SS/ OF,1B/2B/ SS/3B/OF,71,241,216,29.2,7.0,28.4,1.6,52.6,31.4,13.8,0.3,88.2,46.0,18.4,2.5,1.8,1.5,0.6,0.243,0.305,0.408,0.713,0.276,10472
319,Joshua Palacios,PIT,L,OF,OF,73,241,218,27.9,7.2,29.0,4.9,57.6,38.2,10.9,1.3,92.8,48.7,16.9,3.4,1.8,1.4,1.9,0.264,0.323,0.425,0.748,0.307,641943
320,Andy Ibanez,DET,R,2B/OF,2B/3B/ OF,72,236,214,26.0,5.9,26.2,1.7,55.6,37.8,10.9,1.0,86.2,41.4,17.0,1.8,1.8,1.3,0.7,0.260,0.316,0.403,0.719,0.295,628451
321,Adam Frazier,KC,L,2B,2B/OF,72,235,211,26.9,3.4,23.6,5.2,56.4,40.1,11.5,1.4,80.9,30.5,17.1,2.6,1.7,1.5,2.2,0.267,0.324,0.383,0.707,0.296,15223
322,Mike Tauchman,CHC,L,OF,OF,72,235,199,28.2,4.8,22.4,2.9,48.4,33.7,9.4,0.5,73.4,56.1,29.3,2.6,1.8,1.9,1.0,0.243,0.342,0.368,0.710,0.311,15274
323,Estevan Florial,CLE,L,OF,OF,73,234,205,27.0,7.2,25.5,7.9,46.6,27.1,11.3,1.0,81.4,75.1,24.2,1.6,1.7,1.5,2.9,0.227,0.310,0.397,0.707,0.316,664314
324,Patrick Wisdom,CHC,R,3B,1B/3B/ OF,71,233,205,28.1,12.4,31.1,3.3,42.6,22.3,7.4,0.5,88.2,83.2,22.3,2.7,1.8,1.1,1.4,0.208,0.291,0.431,0.722,0.272,13602
325,Jonathan Aranda,TB,L,DH,1B,73,233,203,29.6,6.8,26.9,0.9,52.2,33.6,11.2,0.6,85.0,57.4,24.5,3.8,1.6,0.5,0.4,0.258,0.345,0.420,0.765,0.324,666018
326,Nick Pratto,KC,L,1B/OF,1B/OF,71,233,201,27.2,7.5,25.5,1.5,42.8,25.2,9.1,0.9,76.3,78.2,25.3,3.3,1.8,0.9,0.6,0.213,0.307,0.380,0.686,0.301,668472
327,Jakob Marsee,SD,L,OF,OF,70,233,200,26.3,5.1,23.2,6.7,46.6,30.3,10.6,0.7,73.9,53.3,27.5,2.9,1.8,1.5,2.5,0.233,0.330,0.369,0.699,0.289,805300
328,Abraham Toro,OAK,S,3B,2B/3B,72,232,206,25.2,5.8,24.3,2.5,50.2,31.9,11.8,0.7,80.8,43.5,20.1,2.6,1.7,1.4,1.0,0.244,0.314,0.392,0.706,0.280,647351
329,Jose Caballero,TB,R,2B/SS,2B/SS/ 3B,73,232,195,27.5,4.2,21.7,13.0,44.0,29.5,9.4,0.9,67.6,52.9,27.8,5.8,1.9,1.8,4.4,0.225,0.335,0.347,0.682,0.285,676609
330,Donovan Solano,FA,R,1B/2B,1B/2B/ 3B,70,231,206,26.1,3.4,22.9,0.6,56.3,40.5,11.8,0.5,79.4,49.0,17.1,4.9,1.7,1.2,0.2,0.273,0.339,0.385,0.723,0.340,8623
331,Gavin Sheets,CHW,L,1B/OF,1B/OF,73,230,208,26.8,9.2,29.1,0.8,50.7,30.5,10.7,0.3,89.7,48.8,17.9,1.6,1.7,1.0,0.3,0.244,0.305,0.432,0.737,0.274,657757
332,Santiago Espinal,TOR,R,2B/3B,2B/SS/ 3B,71,230,208,26.3,3.2,23.3,3.4,55.5,38.2,13.7,0.4,79.6,34.0,17.2,2.0,1.8,1.6,1.4,0.267,0.324,0.383,0.707,0.303,669289
333,Ezequiel Duran,TEX,R,SS/3B/ OF,SS/3B/ OF,72,230,211,28.5,7.5,28.9,5.0,54.6,34.5,11.6,0.9,90.8,57.0,13.3,2.5,1.8,1.7,1.9,0.259,0.307,0.431,0.738,0.319,677649
334,Colton Cowser,BAL,L,OF,OF,73,230,195,28.1,6.2,24.7,2.6,46.2,29.1,10.4,0.4,76.1,65.0,28.3,3.5,1.7,1.3,1.0,0.238,0.339,0.392,0.730,0.320,681297
335,Ramon Urias,BAL,R,2B/3B,1B/2B/ 3B,71,229,205,25.9,5.1,24.3,1.5,51.0,35.2,9.7,1.0,78.1,55.8,17.1,3.3,1.7,1.3,0.6,0.249,0.312,0.381,0.693,0.315,602104
336,Stuart Fairchild,CIN,R,OF,OF,72,229,201,27.1,7.1,26.1,5.3,45.6,25.5,11.9,1.1,81.0,64.8,19.9,5.0,1.7,1.2,2.2,0.227,0.308,0.403,0.711,0.295,656413
337,Kyle Manzardo,CLE,L,1B,1B,61,229,200,27.6,8.9,29.2,1.1,48.6,26.3,12.9,0.4,89.1,49.2,24.6,2.1,1.7,1.3,0.5,0.244,0.329,0.447,0.775,0.277,700932
338,Kyle Farmer,MIN,R,2B/SS/ 3B,2B/SS/ 3B,71,227,207,25.6,5.4,24.3,2.1,51.2,34.9,10.0,0.9,79.3,46.0,13.2,5.0,1.7,1.0,1.0,0.248,0.305,0.383,0.689,0.292,14813
339,Miguel Amaya,CHC,R,C,C,73,226,195,27.3,6.8,24.2,1.4,43.9,27.9,8.6,0.6,74.0,60.2,21.9,5.4,1.7,1.6,0.5,0.225,0.315,0.379,0.695,0.286,665804
340,Miguel Andujar,OAK,R,OF,OF,73,225,205,26.0,6.4,25.8,2.2,54.5,36.3,11.2,0.5,86.0,36.0,15.9,1.3,1.7,0.9,0.9,0.265,0.319,0.419,0.738,0.292,609280
341,Carson Kelly,DET,R,C,C,72,224,197,25.7,6.4,23.7,1.5,44.8,29.6,8.3,0.5,73.4,49.8,20.7,2.5,1.7,1.5,0.6,0.227,0.304,0.372,0.676,0.269,13620
342,Matt Carpenter,STL,L,DH,1B,69,224,189,26.0,6.5,23.8,1.3,40.2,24.5,8.7,0.5,69.5,62.9,28.2,3.2,1.7,1.1,0.5,0.213,0.320,0.367,0.688,0.277,8090
343,Ji Hwan Bae,PIT,L,2B/OF,2B/OF,71,223,199,25.5,3.0,21.1,11.4,51.1,35.1,11.7,1.3,74.4,47.6,20.0,2.0,1.6,1.7,4.2,0.257,0.328,0.374,0.702,0.322,678225
344,Brandon Crawford,STL,L,SS,SS,68,222,198,25.0,5.7,24.1,1.9,46.8,31.4,8.8,0.8,74.3,50.9,18.4,2.7,1.7,1.3,0.8,0.236,0.306,0.376,0.681,0.288,5343
345,Christian Vazquez,MIN,R,C,C,71,221,202,24.3,4.4,22.5,1.6,49.5,34.8,10.0,0.3,73.5,44.3,14.7,1.6,1.7,1.6,0.7,0.245,0.297,0.363,0.660,0.291,9774
346,Austin Slater,SF,R,OF,OF,69,220,192,26.9,5.8,22.0,5.5,46.9,32.8,7.5,0.7,73.4,61.7,22.4,2.9,1.5,1.5,1.6,0.244,0.328,0.383,0.711,0.326,596103
347,Dylan Moore,SEA,R,2B/OF,2B/OF,69,217,186,24.1,6.3,22.5,10.8,38.4,21.1,10.2,0.9,69.1,66.3,23.0,4.4,1.7,1.4,3.8,0.206,0.303,0.371,0.674,0.278,664238
348,Colson Montgomery,CHW,L,SS,SS,61,215,186,24.4,4.9,20.3,1.4,41.8,27.2,9.0,0.7,66.9,52.5,22.7,3.7,1.6,1.3,0.6,0.225,0.317,0.360,0.677,0.284,695657
349,Nick Madrigal,CHC,R,3B,2B/3B,69,213,194,25.3,1.9,20.6,4.6,55.6,42.2,10.1,1.3,74.2,22.8,11.7,3.8,1.6,1.7,1.7,0.286,0.334,0.382,0.716,0.314,663611
350,Rob Refsnyder,BOS,R,OF,OF,64,212,182,26.6,4.4,21.5,3.5,47.0,32.4,9.5,0.7,71.0,49.9,23.5,3.5,1.5,1.3,1.4,0.258,0.349,0.390,0.739,0.330,13770
351,Tyler Freeman,CLE,R,3B,2B/SS/ 3B,65,210,187,23.8,4.0,21.7,4.1,51.0,35.9,10.5,0.6,74.8,32.5,14.7,5.7,1.5,1.0,1.5,0.273,0.341,0.400,0.741,0.310,671289
352,Graham Pauley,SD,L,3B,3B,65,208,189,25.1,6.8,25.3,3.0,47.6,28.2,12.1,0.5,81.0,44.9,15.8,2.1,1.4,0.8,1.3,0.253,0.314,0.429,0.743,0.295,688363
353,Omar Narvaez,NYM,L,C,C,69,207,183,25.0,4.6,21.7,0.9,44.7,30.4,9.2,0.4,68.6,41.4,19.7,2.3,1.6,1.4,0.3,0.244,0.322,0.375,0.697,0.289,13338
354,Dylan Crews,WSH,R,OF,OF,61,204,185,20.9,4.8,20.6,3.6,42.4,27.6,9.4,0.6,67.3,54.4,13.4,2.6,1.5,1.3,1.5,0.229,0.287,0.364,0.651,0.296,686611
355,Victor Caratini,HOU,S,C,C,65,203,179,25.9,6.3,23.9,1.2,44.2,30.7,6.7,0.5,70.8,43.7,18.0,3.0,1.6,1.3,0.5,0.247,0.321,0.394,0.716,0.290,605170
356,Austin Barnes,LAD,R,C,C,65,202,177,24.6,5.4,22.0,2.9,39.6,25.1,8.8,0.4,65.1,44.2,18.9,2.5,1.6,1.5,1.0,0.224,0.302,0.368,0.670,0.265,12158
357,Freddy Fermin,KC,R,C,C,64,202,180,24.5,6.6,24.1,0.7,45.0,29.9,7.8,0.6,73.9,43.1,17.4,1.6,1.5,0.9,0.3,0.249,0.316,0.410,0.726,0.291,666023
358,Joey Wiemer,MIL,R,OF,OF,65,198,176,23.8,6.9,22.8,5.2,40.5,24.4,8.8,0.4,70.8,53.3,16.8,2.0,1.5,1.4,1.8,0.229,0.301,0.401,0.702,0.285,686894
359,Kyle Higashioka,SD,R,C,C,65,197,182,23.2,7.9,24.1,1.0,41.0,24.6,8.2,0.3,73.5,52.5,11.8,1.2,1.6,1.5,0.4,0.225,0.273,0.404,0.677,0.270,5517
360,Coby Mayo,BAL,R,3B,3B,59,196,170,23.4,6.5,23.0,1.1,40.4,24.6,8.7,0.5,69.7,52.9,20.0,2.6,1.5,1.2,0.4,0.237,0.321,0.410,0.731,0.301,691723
361,Austin Hedges,CLE,R,C,C,64,194,176,19.6,5.0,18.8,1.5,35.8,24.0,6.5,0.3,57.9,48.9,12.7,2.1,1.5,1.5,0.5,0.203,0.261,0.329,0.591,0.249,12976
362,Luke Maile,CIN,R,C,C,64,194,172,23.5,4.9,21.1,2.0,39.9,23.3,11.4,0.3,66.6,51.2,16.7,2.9,1.5,1.5,0.8,0.232,0.306,0.388,0.694,0.299,13355
363,Nick Gordon,MIA,L,OF,2B/OF,63,194,179,20.8,4.0,20.4,3.8,44.9,30.7,8.6,1.6,68.6,41.1,9.4,2.7,1.5,1.0,1.4,0.250,0.294,0.383,0.678,0.302,624503
364,Edmundo Sosa,PHI,R,3B,SS/3B,64,194,179,22.6,4.8,21.7,3.5,44.2,29.3,8.7,1.3,70.1,45.8,7.9,5.0,1.5,1.3,1.4,0.247,0.294,0.392,0.686,0.304,624641
365,Akil Baddoo,DET,L,OF,OF,57,194,169,23.3,5.1,19.7,7.5,40.6,28.3,5.7,1.4,64.5,46.9,21.9,1.0,1.4,1.3,2.6,0.240,0.327,0.383,0.710,0.300,668731
366,Drew Waters,KC,S,OF,OF,63,194,172,22.9,5.1,21.5,6.6,41.3,26.4,7.9,1.9,68.3,57.0,17.0,2.0,1.5,1.3,2.3,0.240,0.311,0.397,0.708,0.325,671221
367,James McCann,BAL,R,C,C,62,190,174,20.7,4.9,20.4,2.5,41.0,28.2,7.5,0.3,64.0,49.5,11.1,2.5,1.5,1.3,0.9,0.237,0.287,0.369,0.656,0.299,12859
368,Emmanuel Rivera,ARI,R,3B,1B/3B,58,190,172,22.1,5.2,21.5,1.1,43.3,28.8,8.3,1.0,69.3,41.2,14.3,1.6,1.4,1.0,0.5,0.252,0.312,0.404,0.715,0.300,656896
369,Tom Murphy,SF,R,C,C,62,187,165,22.0,6.5,21.2,1.0,39.5,26.3,6.3,0.4,66.0,51.5,17.9,1.7,1.4,1.2,0.4,0.239,0.315,0.400,0.715,0.304,13499
370,Aledmys Diaz,OAK,R,SS/3B,2B/SS/ 3B,57,187,172,19.0,4.5,19.8,0.8,41.2,26.4,9.8,0.4,65.3,35.6,10.1,2.7,1.4,0.9,0.3,0.239,0.288,0.378,0.666,0.275,15937
371,Ivan Herrera,STL,R,C,C,58,186,156,23.1,4.6,20.0,2.2,38.8,25.6,8.1,0.4,61.4,42.3,24.9,2.6,1.4,1.1,0.8,0.248,0.356,0.394,0.749,0.309,671056
372,Orelvis Martinez,TOR,R,SS,SS,53,186,166,22.2,7.2,22.3,1.0,35.4,19.5,8.3,0.4,66.1,48.8,15.7,1.8,1.4,1.2,0.4,0.213,0.284,0.398,0.682,0.253,682619
373,Garrett Cooper,CHC,R,1B,1B,57,185,165,20.7,5.9,21.7,0.4,41.1,27.1,7.6,0.5,67.4,51.0,15.4,2.2,1.4,0.7,0.2,0.249,0.318,0.408,0.725,0.321,643265
374,Evan Longoria,FA,R,3B,3B,57,185,165,21.5,7.2,22.7,0.5,37.6,22.9,7.2,0.3,67.0,55.0,16.3,1.3,1.4,0.7,0.2,0.227,0.299,0.405,0.704,0.291,9368
375,James Wood,WSH,L,OF,OF,53,184,164,19.9,6.0,21.0,2.7,37.0,21.0,9.1,0.9,65.8,60.4,15.3,1.7,1.4,1.2,1.1,0.225,0.293,0.401,0.694,0.312,695578
376,Jon Singleton,HOU,L,1B,1B,58,183,154,22.6,6.8,21.5,0.8,33.0,20.4,5.3,0.6,59.8,52.0,25.0,0.9,1.3,1.0,0.3,0.214,0.323,0.387,0.710,0.271,572138
377,Hunter Goodman,COL,R,OF,1B/OF,52,183,167,23.6,9.2,26.8,1.0,42.7,24.4,8.2,0.9,80.2,48.2,11.6,1.9,1.4,1.0,0.4,0.256,0.307,0.481,0.788,0.303,696100
378,Jake McCarthy,ARI,L,OF,OF,58,181,162,20.9,3.5,19.0,10.6,42.1,30.0,6.4,2.2,63.5,37.7,14.0,2.6,1.3,0.9,3.1,0.260,0.324,0.392,0.716,0.315,664983
379,Luis Matos,SF,R,OF,OF,59,181,164,20.5,4.1,19.3,3.4,43.3,31.1,7.2,0.9,64.6,24.7,13.1,1.8,1.3,1.1,1.3,0.264,0.322,0.394,0.716,0.287,682641
380,Tyler Soderstrom,OAK,L,DH,C/1B,53,180,165,19.0,6.6,20.4,0.7,35.6,21.5,6.8,0.7,63.6,51.6,10.8,1.4,1.4,1.0,0.3,0.216,0.267,0.386,0.652,0.269,691016
381,Yuli Gurriel,FA,R,1B,1B,57,178,162,20.2,3.6,19.4,1.8,43.0,29.5,9.2,0.7,64.4,25.7,12.2,1.4,1.3,0.7,0.7,0.264,0.318,0.396,0.714,0.293,19198
382,Curtis Mead,TB,R,3B,2B/3B,53,177,157,20.4,4.1,19.4,1.4,39.4,24.7,9.9,0.8,63.1,35.6,15.5,2.3,1.3,0.9,0.6,0.251,0.324,0.402,0.726,0.298,678554
383,Josh H. Smith,TEX,L,SS/3B/ OF,SS/3B/ OF,58,175,151,21.5,4.0,18.9,2.8,36.7,23.7,8.3,0.8,58.6,38.9,18.1,3.9,1.3,1.3,1.1,0.243,0.336,0.389,0.724,0.299,669701
384,Jacob Stallings,COL,R,C,C,58,174,153,20.1,3.7,17.9,0.7,38.3,27.1,7.2,0.4,57.3,38.4,15.5,1.8,1.4,1.3,0.3,0.250,0.320,0.374,0.693,0.308,13723
385,Noelvi Marte,CIN,R,3B,3B,41,174,156,21.8,5.3,21.4,4.4,42.2,25.6,10.8,0.5,69.9,35.9,14.3,1.5,1.3,1.1,1.8,0.270,0.334,0.448,0.782,0.318,682622
386,Jorge Mateo,BAL,R,SS,SS,58,172,158,19.4,4.0,18.4,12.6,36.9,24.2,7.5,1.2,58.9,43.9,9.8,1.8,1.3,1.3,3.6,0.234,0.282,0.373,0.656,0.296,17273
387,Joey Votto,TOR,L,1B,1B,54,172,148,19.7,5.8,19.5,0.4,32.2,19.4,6.6,0.4,56.9,48.0,19.4,2.8,1.2,0.5,0.2,0.217,0.315,0.384,0.699,0.276,4314
388,Lenyn Sosa,CHW,R,2B,2B/3B,58,172,159,19.8,6.3,20.9,1.0,39.2,24.0,8.7,0.2,67.4,36.9,8.2,1.2,1.3,1.2,0.5,0.246,0.284,0.423,0.707,0.280,672820
389,Heston Kjerstad,BAL,L,DH,OF,47,172,155,21.3,5.5,21.9,1.2,40.9,25.4,8.9,1.0,68.5,38.6,11.3,2.8,1.3,1.0,0.5,0.263,0.320,0.441,0.761,0.314,677008
390,Riley Adams,WSH,R,C,C,57,171,151,19.1,5.4,19.0,0.9,33.6,19.6,7.9,0.8,59.2,52.2,14.6,3.2,1.3,1.1,0.4,0.223,0.300,0.392,0.693,0.298,656180
391,Jonny DeLuca,TB,R,OF,OF,50,167,150,18.9,5.7,20.0,2.6,34.4,20.2,7.7,0.7,60.6,36.3,12.8,2.0,1.3,0.9,1.0,0.229,0.295,0.404,0.699,0.262,676356
392,Kevin Pillar,CHW,R,OF,OF,55,162,149,18.3,6.0,19.4,2.4,34.9,20.5,7.9,0.5,61.8,37.9,8.2,2.1,1.2,1.0,0.9,0.234,0.279,0.414,0.693,0.271,12434
393,Miguel Vargas,LAD,R,2B,2B,51,157,136,19.8,4.6,18.8,2.4,33.2,19.7,8.2,0.8,56.8,32.2,17.3,1.6,1.2,0.8,1.0,0.245,0.332,0.419,0.751,0.286,678246
394,DJ Stewart,NYM,L,OF,OF,51,156,134,19.2,6.7,19.8,0.9,29.7,16.6,6.2,0.2,56.4,44.6,17.9,2.7,1.1,0.8,0.4,0.221,0.323,0.420,0.742,0.273,621466
395,Alec Burleson,STL,L,OF,1B/OF,51,155,141,19.1,5.2,19.7,1.3,38.3,25.2,7.5,0.4,62.1,24.2,10.6,1.2,1.1,0.6,0.5,0.271,0.324,0.439,0.763,0.293,676475
396,Corey Julks,HOU,R,OF,OF,51,154,138,18.2,4.5,18.0,4.4,32.7,20.7,7.0,0.4,54.0,38.4,12.6,1.3,1.2,0.9,1.6,0.236,0.302,0.391,0.693,0.292,667452
